order_id,customer_id,order_date,product_id,quantity,discount_rate,revenue,region,source
d237bf5a-203b-47c5-ba36-01842f8f3f2f,Customer_13411,2023-12-10,Product_158,163,0.13,194.73,Europe,synthetic_ecommerce
e842902b-1a8d-45e8-888d-64d5396350fc,Customer_8465,2023-12-10,Product_950,174,0.29,540.85,North America,synthetic_ecommerce
e927ebd4-2e3a-41d8-9583-a7148fecc846,Customer_2840,2023-12-10,Product_430,123,0.07,583.74,North America,synthetic_ecommerce
0f7e46a0-50c4-42a1-a928-1feda0cf4a88,Customer_15661,2023-12-11,Product_356,196,0.15,1067.05,Europe,synthetic_ecommerce
326ace92-844d-4e56-b32e-ad37a93fe6cc,Customer_6589,2023-12-11,Product_812,226,0.15,914.76,North America,synthetic_ecommerce
33f838a5-a005-4fdd-bf56-b9be36021ec0,Customer_5952,2023-12-11,Product_460,171,0.22,113.33,North America,synthetic_ecommerce
3d72dda2-3605-4776-a25c-03c20f9bffba,Customer_1817,2023-12-11,Product_938,103,0.28,732.99,Europe,synthetic_ecommerce
55e2899d-007e-4248-a541-6dfe1559ed15,Customer_15184,2023-12-11,Product_244,213,0.24,417.49,North America,synthetic_ecommerce
598080dc-beef-4c49-873d-4a165a650cf0,Customer_14569,2023-12-11,Product_238,98,0.02,425.81,Europe,synthetic_ecommerce
83bc8ab2-485f-4caf-8e75-28028add91ea,Customer_2354,2023-12-11,Product_460,72,0.16,488.21,North America,synthetic_ecommerce
a41daeb5-f95d-4cd2-ac8e-adcc983b50d4,Customer_12175,2023-12-11,Product_875,79,0.24,286.67,Asia,synthetic_ecommerce
b004470d-a5b0-4ecc-a5cd-69c0aa87b223,Customer_16669,2023-12-11,Product_947,135,0.0,990.27,Europe,synthetic_ecommerce
c43b9dfc-8ae7-42d3-8613-4fbfb69549fa,Customer_19912,2023-12-11,Product_990,77,0.28,795.29,North America,synthetic_ecommerce
c8283a3b-5264-42cf-9579-67f5992a452b,Customer_11052,2023-12-11,Product_709,61,0.04,302.67,Asia,synthetic_ecommerce
f904aa35-6751-4291-8405-b66f099920b1,Customer_1820,2023-12-11,Product_440,195,0.19,224.91,Europe,synthetic_ecommerce
03fbce50-7965-4c7a-b3ec-07641474b2ef,Customer_10978,2023-12-12,Product_144,228,0.28,735.41,North America,synthetic_ecommerce
10284094-9513-4fad-8d1f-39725401be57,Customer_16303,2023-12-12,Product_272,56,0.22,472.77,Asia,synthetic_ecommerce
1405612a-4307-42f1-8a19-940685a29ff3,Customer_16550,2023-12-12,Product_115,88,0.21,963.17,Europe,synthetic_ecommerce
1b049ecc-0d9e-4d6e-b4ed-138c651e6b2a,Customer_12012,2023-12-12,Product_386,83,0.22,28.17,Europe,synthetic_ecommerce
1eea0794-287f-4700-9194-74a9d919012e,Customer_7370,2023-12-12,Product_205,135,0.15,985.22,North America,synthetic_ecommerce
4699d144-3173-494c-8be7-d06a8d0c8f0a,Customer_16189,2023-12-12,Product_928,102,0.17,327.81,Europe,synthetic_ecommerce
7e6de5d6-829a-4ccc-a001-40869e5dbe94,Customer_12824,2023-12-12,Product_235,104,0.08,956.64,Asia,synthetic_ecommerce
ad9676a5-14dc-4698-aafa-7568cc626ddf,Customer_9869,2023-12-12,Product_615,183,0.16,1306.27,North America,synthetic_ecommerce
caa40340-ba21-49a6-abb7-043614c24bc1,Customer_6526,2023-12-12,Product_706,185,0.26,503.76,North America,synthetic_ecommerce
06317368-8f3c-4eeb-a8b4-632e65056a7b,Customer_8602,2023-12-13,Product_296,151,0.13,250.04,Asia,synthetic_ecommerce
19adf710-0727-4ea9-a41a-aec9e4acad6c,Customer_4871,2023-12-13,Product_260,77,0.23,269.14,Europe,synthetic_ecommerce
592ce11f-a8f5-49e4-8dfa-e4432121cfab,Customer_17773,2023-12-13,Product_467,106,0.09,90.07,Asia,synthetic_ecommerce
5a2ff792-9611-41cf-81ab-0b5e59522664,Customer_1321,2023-12-13,Product_962,180,0.27,176.05,Asia,synthetic_ecommerce
674db775-da1f-489a-8acb-8c9eaf429d95,Customer_19255,2023-12-13,Product_445,70,0.11,352.59,Asia,synthetic_ecommerce
9b8ba8d0-518b-4072-ae77-dc82533bb859,Customer_19169,2023-12-13,Product_398,98,0.19,1344.73,Asia,synthetic_ecommerce
c0903690-361f-4d37-8dfd-c4c46b283732,Customer_2849,2023-12-13,Product_337,106,0.14,484.99,Europe,synthetic_ecommerce
cb822007-043c-4997-8e33-73eb59e39ed6,Customer_14383,2023-12-13,Product_630,140,0.12,343.91,North America,synthetic_ecommerce
d5ac1fbc-7f55-43a7-98a1-8709c4c688a9,Customer_11078,2023-12-13,Product_413,154,0.2,472.08,Asia,synthetic_ecommerce
d9f32080-1198-4966-9bd5-a11e672c7def,Customer_8408,2023-12-13,Product_605,170,0.01,202.87,Asia,synthetic_ecommerce
e29f1945-7d65-4dc4-9f7c-1ab147a0d579,Customer_5602,2023-12-13,Product_276,201,0.07,822.49,North America,synthetic_ecommerce
e4c5ef55-3542-476c-8af3-0d3f1df21132,Customer_3311,2023-12-13,Product_24,214,0.18,501.87,North America,synthetic_ecommerce
019833a3-2ce7-4f91-93a0-91404e4e5852,Customer_601,2023-12-14,Product_776,74,0.26,348.03,North America,synthetic_ecommerce
656986df-8d20-4e5f-b110-da849cf8153b,Customer_8691,2023-12-14,Product_934,142,0.27,13.67,Europe,synthetic_ecommerce
6bf89672-bd10-4147-9acd-4cf800c3c00d,Customer_16101,2023-12-14,Product_832,149,0.28,606.83,Asia,synthetic_ecommerce
7b369893-c3be-489e-a0d5-221ace581bc3,Customer_17118,2023-12-14,Product_292,70,0.27,249.27,Europe,synthetic_ecommerce
8520f4d2-534e-4410-a6ea-53a3dbd53d54,Customer_409,2023-12-14,Product_657,93,0.27,1065.81,North America,synthetic_ecommerce
af82e328-0489-4f04-9a91-d65ff4e723e5,Customer_11885,2023-12-14,Product_546,128,0.23,303.53,Asia,synthetic_ecommerce
ba927450-4737-491b-99bc-32224f752ef7,Customer_15258,2023-12-14,Product_255,169,0.14,65.22,North America,synthetic_ecommerce
e9f701b7-d448-495b-a542-7e44ef09bdf8,Customer_12714,2023-12-14,Product_98,117,0.03,376.96,Asia,synthetic_ecommerce
ed354ca0-ff49-4230-b264-969fbee57513,Customer_6202,2023-12-14,Product_534,160,0.24,185.68,North America,synthetic_ecommerce
fa657659-04bb-4fa8-a8e1-c9de67a7f0ef,Customer_1001,2023-12-14,Product_800,133,0.18,21.94,Europe,synthetic_ecommerce
05a143ea-6f2d-419b-b1e6-0fc9cc87342e,Customer_11359,2023-12-15,Product_403,61,0.04,1093.56,Europe,synthetic_ecommerce
28265747-a3c3-4bb7-91d7-93aa15861d31,Customer_9643,2023-12-15,Product_23,130,0.27,54.81,Europe,synthetic_ecommerce
2a8b87c5-3421-47ab-a743-d2f8ef654f36,Customer_17146,2023-12-15,Product_197,162,0.05,285.53,North America,synthetic_ecommerce
334e3e58-909e-48f2-a390-2d7f80b6ac9d,Customer_17529,2023-12-15,Product_730,177,0.18,57.81,Asia,synthetic_ecommerce
3cab3219-57b0-4f2f-a81b-22b46ea9b327,Customer_11166,2023-12-15,Product_393,113,0.28,418.35,North America,synthetic_ecommerce
463de14d-8dff-4e19-92c4-64c61a0588e8,Customer_13461,2023-12-15,Product_819,196,0.23,166.2,Europe,synthetic_ecommerce
58c0488b-f3a6-4118-a1a5-71d9a4f04310,Customer_9555,2023-12-15,Product_555,151,0.21,198.1,Asia,synthetic_ecommerce
7bfb7b42-1e30-49e7-9a7e-4a6fead9e1b0,Customer_13125,2023-12-15,Product_442,65,0.09,1018.86,Europe,synthetic_ecommerce
973f32ea-feaf-45bd-a668-30bc8b7842c6,Customer_10743,2023-12-15,Product_671,110,0.27,179.23,Asia,synthetic_ecommerce
98991824-36e6-43a7-abe3-04aae1b88d2c,Customer_1834,2023-12-15,Product_346,197,0.04,564.57,North America,synthetic_ecommerce
a6975bb0-ae52-480a-82b1-3706523bf8b4,Customer_1294,2023-12-15,Product_332,110,0.21,381.14,Asia,synthetic_ecommerce
c186db61-7c51-4847-bd28-63077d70f4b0,Customer_12987,2023-12-15,Product_829,77,0.04,321.62,Asia,synthetic_ecommerce
c3067dc7-ef2c-46ff-9c1a-f3e7a1b25229,Customer_14862,2023-12-15,Product_908,67,0.15,403.69,Europe,synthetic_ecommerce
dc6ce3c2-b5bf-4be9-bb6e-84364c3bd31d,Customer_18591,2023-12-15,Product_214,153,0.1,1665.61,Asia,synthetic_ecommerce
0b822631-b9eb-44a9-9b52-92e81019e9d1,Customer_9685,2023-12-16,Product_376,93,0.11,1744.58,Europe,synthetic_ecommerce
17fe739d-0856-4100-9ac2-18f39721f8e9,Customer_17380,2023-12-16,Product_621,125,0.17,247.51,North America,synthetic_ecommerce
365a1e06-c37f-40b9-b505-5116d66897af,Customer_18170,2023-12-16,Product_775,139,0.23,639.07,North America,synthetic_ecommerce
50563c0d-3064-4fbf-875e-c9ed7cfa3fa1,Customer_18864,2023-12-16,Product_183,95,0.18,265.94,Asia,synthetic_ecommerce
6970711c-aa32-4217-a775-9c29542f2a36,Customer_4186,2023-12-16,Product_41,94,0.23,575.28,North America,synthetic_ecommerce
8e0fb3d9-0db4-403f-863c-3da91b0b37ca,Customer_18521,2023-12-16,Product_130,68,0.2,1027.1,North America,synthetic_ecommerce
9aa179a9-ae8f-4bff-89ac-03a829c0142f,Customer_14651,2023-12-16,Product_622,139,0.18,558.08,Asia,synthetic_ecommerce
a1d0b8c8-d153-4808-80a9-ba689fa60471,Customer_10297,2023-12-16,Product_90,137,0.13,228.53,Asia,synthetic_ecommerce
a49df0ff-25d2-4ad0-b510-626b4f16fb08,Customer_16594,2023-12-16,Product_458,55,0.03,478.23,Asia,synthetic_ecommerce
af618222-f233-460a-8039-e41a868bea99,Customer_11925,2023-12-16,Product_362,155,0.06,885.74,Asia,synthetic_ecommerce
b82c1693-222c-48f9-8f42-4901a458ddc8,Customer_5320,2023-12-16,Product_297,196,0.23,237.77,Europe,synthetic_ecommerce
c92a1142-6b8f-48d2-aab1-31bd1d020961,Customer_12746,2023-12-16,Product_950,217,0.03,554.18,North America,synthetic_ecommerce
fda9e4f0-e430-41d3-be68-8bd1ffbafad1,Customer_12622,2023-12-16,Product_780,54,0.22,179.65,Asia,synthetic_ecommerce
04c3f793-19d3-43e4-a5ce-ddf43dbe758d,Customer_12256,2023-12-17,Product_981,188,0.07,422.8,North America,synthetic_ecommerce
084a8f49-38ef-4b08-8b10-c1a5a6f1262c,Customer_15449,2023-12-17,Product_835,120,0.12,1347.24,Europe,synthetic_ecommerce
35702b18-d777-4488-a7f0-8f25edbfa9b9,Customer_16002,2023-12-17,Product_206,95,0.09,442.12,North America,synthetic_ecommerce
4bc7bce5-c9f4-4e61-95b4-72fb32d67311,Customer_7736,2023-12-17,Product_124,189,0.03,108.06,North America,synthetic_ecommerce
53f71bef-6116-401d-87c5-10c26b71390b,Customer_7362,2023-12-17,Product_350,130,0.11,353.53,Europe,synthetic_ecommerce
5a37a10a-9990-4ea6-ab01-b52bdb8f4641,Customer_16063,2023-12-17,Product_237,209,0.29,550.07,North America,synthetic_ecommerce
5a5cb8e8-f00b-4bae-8e9a-28fd58cda6d4,Customer_8439,2023-12-17,Product_86,198,0.23,139.23,Europe,synthetic_ecommerce
643f903c-74b5-4716-a3cc-6cfc23301194,Customer_13367,2023-12-17,Product_387,184,0.09,633.78,North America,synthetic_ecommerce
6a6521e0-2d1a-48d2-9a5d-fd6a7df77b16,Customer_13822,2023-12-17,Product_163,159,0.25,398.05,North America,synthetic_ecommerce
6e74fe99-a379-41d1-a57d-e0e5f6aceed1,Customer_10947,2023-12-17,Product_85,193,0.07,1234.93,North America,synthetic_ecommerce
7c8e1e0a-2306-4c97-aa7b-9d816b681c76,Customer_3503,2023-12-17,Product_578,157,0.29,129.4,Asia,synthetic_ecommerce
f0e86e3b-b1cf-462a-8612-6507277458b2,Customer_13290,2023-12-17,Product_865,201,0.16,816.48,North America,synthetic_ecommerce
fe88b40b-7a0f-412c-ac1b-13b9fae19e41,Customer_194,2023-12-17,Product_89,148,0.18,259.19,Asia,synthetic_ecommerce
ff6fef25-9189-4127-b5c1-f4f959168b7b,Customer_2300,2023-12-17,Product_168,104,0.01,220.22,North America,synthetic_ecommerce
1cc9ed34-c033-4a10-bb64-a69ffd818289,Customer_11843,2023-12-18,Product_704,194,0.29,66.48,North America,synthetic_ecommerce
1e5b4884-3497-4488-b4f7-ca6cb666b941,Customer_1957,2023-12-18,Product_402,61,0.08,825.31,Asia,synthetic_ecommerce
419c22ac-9a18-4b37-8449-f44e55ec1a88,Customer_1376,2023-12-18,Product_272,55,0.01,450.04,Asia,synthetic_ecommerce
4ac8497b-f5df-4493-b29d-a912056d7334,Customer_15032,2023-12-18,Product_879,180,0.1,536.68,North America,synthetic_ecommerce
56aaa6d1-514a-4530-a85b-d892b1543bdc,Customer_5654,2023-12-18,Product_870,131,0.09,880.17,Europe,synthetic_ecommerce
722f631c-5b27-40e2-95b8-929b43644dd4,Customer_7204,2023-12-18,Product_405,66,0.06,454.12,Asia,synthetic_ecommerce
82c455e4-db7a-44f6-8403-0809e4bf0ac0,Customer_4460,2023-12-18,Product_932,135,0.1,897.57,Europe,synthetic_ecommerce
84626d09-b40d-4268-a149-8310a09fb6de,Customer_14187,2023-12-18,Product_399,63,0.21,370.62,Asia,synthetic_ecommerce
86e68e67-f4dd-4732-9f1b-56616e787abb,Customer_16671,2023-12-18,Product_590,61,0.26,214.44,Asia,synthetic_ecommerce
ab3f03ee-905c-461f-94c6-88431eb823b3,Customer_1903,2023-12-18,Product_344,82,0.24,665.71,Europe,synthetic_ecommerce
b728274e-7f9c-46c5-8c82-f4369d40667e,Customer_18022,2023-12-18,Product_805,110,0.19,1208.03,North America,synthetic_ecommerce
c2d995da-5aca-47f9-9c6e-90507488e893,Customer_19911,2023-12-18,Product_588,110,0.24,483.22,Europe,synthetic_ecommerce
f3117016-813e-4344-978f-be5a94e1c44c,Customer_15529,2023-12-18,Product_706,68,0.17,282.52,Europe,synthetic_ecommerce
f53c7983-3cf4-495a-932b-f3d898437a41,Customer_260,2023-12-18,Product_916,79,0.24,925.25,Europe,synthetic_ecommerce
19f793a8-c18b-467d-823b-2b209f8474cd,Customer_11337,2023-12-19,Product_358,165,0.29,613.62,Europe,synthetic_ecommerce
1b5625af-b1c9-43a8-8da5-78bc919a1e80,Customer_7695,2023-12-19,Product_714,125,0.27,533.54,Europe,synthetic_ecommerce
5b244051-2799-4605-9a86-e3ec76baefe0,Customer_10806,2023-12-19,Product_739,67,0.02,457.11,Europe,synthetic_ecommerce
5e7cd1f1-dc22-4b03-bcc1-3c56be2e3c76,Customer_10216,2023-12-19,Product_210,195,0.18,23.88,North America,synthetic_ecommerce
5f0b93b7-7043-4c8f-b786-33ca1822d3cf,Customer_19169,2023-12-19,Product_783,88,0.21,267.92,North America,synthetic_ecommerce
651bb307-1ce9-49ea-9371-5db9d467973c,Customer_4228,2023-12-19,Product_730,178,0.22,18.33,Asia,synthetic_ecommerce
78cde9c5-e600-4c7f-8fa4-20e652f7d4e6,Customer_9892,2023-12-19,Product_561,141,0.22,1085.36,North America,synthetic_ecommerce
793aa106-b4f0-41b5-8c33-879e8e1d1026,Customer_13766,2023-12-19,Product_82,129,0.19,16.06,Asia,synthetic_ecommerce
e48799eb-e89d-4f82-86bb-df8dc62b91fa,Customer_13061,2023-12-19,Product_440,151,0.24,844.12,North America,synthetic_ecommerce
f3a1eda9-1cb3-4700-8e56-7ba484390453,Customer_8596,2023-12-19,Product_62,187,0.25,51.82,Europe,synthetic_ecommerce
11db1d52-2ea5-4986-ba29-785af427651e,Customer_2225,2023-12-20,Product_867,164,0.3,176.94,Asia,synthetic_ecommerce
2e3a460c-02f7-453f-8096-832f2b3f8149,Customer_14883,2023-12-20,Product_492,122,0.16,472.05,Asia,synthetic_ecommerce
35704c70-ea6e-4d28-ab76-b0aaa83fb9f8,Customer_3086,2023-12-20,Product_419,166,0.03,356.53,Asia,synthetic_ecommerce
4a61c369-c143-4ed9-a54c-3934785fb5d1,Customer_14352,2023-12-20,Product_165,157,0.1,113.11,Europe,synthetic_ecommerce
676efa81-35bb-4bba-ba74-0c85ec4e3d73,Customer_19264,2023-12-20,Product_918,72,0.2,516.61,Europe,synthetic_ecommerce
9d390675-9765-4f04-a010-126bc643faa7,Customer_19888,2023-12-20,Product_771,216,0.22,381.78,North America,synthetic_ecommerce
b7456890-faa9-47eb-af5e-f76f65b13bd4,Customer_19264,2023-12-20,Product_854,146,0.19,245.78,North America,synthetic_ecommerce
c57758bc-34a0-4cb5-9813-5fbd849e1635,Customer_18381,2023-12-20,Product_756,181,0.08,315.46,Europe,synthetic_ecommerce
d90a600f-7fa4-4031-add8-342819b1365e,Customer_276,2023-12-20,Product_71,60,0.09,254.98,Europe,synthetic_ecommerce
0fc8f171-2cda-4cc8-b450-f42f6e72e5f1,Customer_1835,2023-12-21,Product_631,91,0.03,209.21,North America,synthetic_ecommerce
2fe602d2-1216-4351-86b3-e3ffd306c189,Customer_6387,2023-12-21,Product_884,193,0.19,269.83,North America,synthetic_ecommerce
32a6a898-c191-453c-b8a5-618219589ae7,Customer_1415,2023-12-21,Product_874,67,0.18,574.21,Europe,synthetic_ecommerce
4a589397-e5b8-496c-a7ee-707859fca02d,Customer_5163,2023-12-21,Product_165,58,0.05,89.55,Asia,synthetic_ecommerce
4c8eb732-8bf9-400c-93cd-78dc3f53f99a,Customer_19071,2023-12-21,Product_854,154,0.09,276.12,North America,synthetic_ecommerce
4d641361-ca8b-4f8f-b4c0-625b98afbefe,Customer_917,2023-12-21,Product_108,79,0.17,738.6,Europe,synthetic_ecommerce
61051d2d-c996-462a-9cee-a5f6b93bdcbc,Customer_11622,2023-12-21,Product_465,181,0.27,106.62,Europe,synthetic_ecommerce
6a8435fc-9c05-426c-a419-0a176fecc646,Customer_17693,2023-12-21,Product_189,141,0.19,123.71,Asia,synthetic_ecommerce
88ca0a6d-8d23-4beb-b4de-8fd4f7678ccb,Customer_16758,2023-12-21,Product_247,171,0.02,390.89,North America,synthetic_ecommerce
8f406b68-9db6-4c36-a545-3e922bfc9788,Customer_19803,2023-12-21,Product_958,148,0.05,253.06,North America,synthetic_ecommerce
9189322a-500f-4d9c-a20d-8a701878c6f5,Customer_2469,2023-12-21,Product_21,54,0.0,866.36,Asia,synthetic_ecommerce
949b084a-9026-40ff-9816-df8eb7643cdb,Customer_11809,2023-12-21,Product_853,88,0.18,402.58,North America,synthetic_ecommerce
97884ed2-bdb3-43aa-baa0-2601c3bee581,Customer_10666,2023-12-21,Product_393,176,0.02,427.06,Asia,synthetic_ecommerce
b8e48119-b78f-4cbb-9198-75c4f51df3eb,Customer_18811,2023-12-21,Product_466,184,0.26,222.18,North America,synthetic_ecommerce
c5966be4-6f87-46e3-b9a9-b325a93fc753,Customer_6372,2023-12-21,Product_993,192,0.2,213.72,Europe,synthetic_ecommerce
e3310cb2-1194-4fbb-ae51-55f47f1bef09,Customer_17238,2023-12-21,Product_349,70,0.22,1110.8,North America,synthetic_ecommerce
e8777f07-6fc1-4480-9a4d-fe1bc9f0edf8,Customer_10499,2023-12-21,Product_740,218,0.17,848.37,North America,synthetic_ecommerce
e9fcebf2-982e-4d73-a5a3-c112c5ce08d5,Customer_16135,2023-12-21,Product_919,115,0.22,48.83,North America,synthetic_ecommerce
f42d4025-66bc-4e79-9782-39c9c0320099,Customer_14083,2023-12-21,Product_743,150,0.24,337.58,Asia,synthetic_ecommerce
1801bd57-2008-4b47-b828-ad07dc91c5e2,Customer_10558,2023-12-22,Product_195,89,0.29,101.57,Europe,synthetic_ecommerce
21f94876-8a81-45ca-82ea-277173c95585,Customer_4,2023-12-22,Product_8,64,0.14,267.01,Asia,synthetic_ecommerce
2baa1100-baaf-4b0d-834a-14dff2a42021,Customer_5785,2023-12-22,Product_698,81,0.1,318.74,North America,synthetic_ecommerce
