product_id,name,category,unit_price,avg_discount_rate,transaction_count,total_units_sold,regions,source
Product_159,Clothing Product 159,Clothing,7.07,0.155,102,13312,Asia|Europe|North America,synthetic_ecommerce
Product_16,Electronics Product 16,Electronics,6.64,0.1621,103,15062,Asia|Europe|North America,synthetic_ecommerce
Product_160,Electronics Product 160,Electronics,9.18,0.1458,96,12644,Asia|Europe|North America,synthetic_ecommerce
Product_161,Books Product 161,Books,7.91,0.1567,107,12474,Asia|Europe|North America,synthetic_ecommerce
Product_162,Books Product 162,Books,9.65,0.1471,91,11148,Asia|Europe|North America,synthetic_ecommerce
Product_163,Toys Product 163,Toys,3.17,0.147,96,13683,Asia|Europe|North America,synthetic_ecommerce
Product_164,Books Product 164,Books,8.29,0.1742,112,13143,Asia|Europe|North America,synthetic_ecommerce
Product_165,Clothing Product 165,Clothing,0.6,0.1466,102,12918,Asia|Europe|North America,synthetic_ecommerce
Product_166,Home Appliances Product 166,Home Appliances,1.48,0.1495,97,11724,Asia|Europe|North America,synthetic_ecommerce
Product_167,Toys Product 167,Toys,7.91,0.1705,104,13194,Asia|Europe|North America,synthetic_ecommerce
Product_168,Electronics Product 168,Electronics,2.06,0.1403,75,10791,Asia|Europe|North America,synthetic_ecommerce
Product_169,Clothing Product 169,Clothing,3.38,0.1492,92,11832,Asia|Europe|North America,synthetic_ecommerce
Product_17,Electronics Product 17,Electronics,2.43,0.1402,90,12778,Asia|Europe|North America,synthetic_ecommerce
Product_170,Home Appliances Product 170,Home Appliances,5.84,0.1483,105,13002,Asia|Europe|North America,synthetic_ecommerce
Product_171,Home Appliances Product 171,Home Appliances,4.96,0.1576,94,12150,Asia|Europe|North America,synthetic_ecommerce
Product_172,Home Appliances Product 172,Home Appliances,9.03,0.1426,106,12768,Asia|Europe|North America,synthetic_ecommerce
Product_173,Electronics Product 173,Electronics,6.14,0.1557,88,12914,Asia|Europe|North America,synthetic_ecommerce
Product_174,Books Product 174,Books,8.41,0.143,105,11790,Asia|Europe|North America,synthetic_ecommerce
Product_175,Books Product 175,Books,9.17,0.1514,107,12433,Asia|Europe|North America,synthetic_ecommerce
Product_176,Toys Product 176,Toys,4.34,0.1489,100,13275,Asia|Europe|North America,synthetic_ecommerce
Product_177,Toys Product 177,Toys,5.12,0.1427,101,14503,Asia|Europe|North America,synthetic_ecommerce
Product_178,Toys Product 178,Toys,1.45,0.1479,90,12785,Asia|Europe|North America,synthetic_ecommerce
Product_179,Electronics Product 179,Electronics,7.48,0.1455,94,14069,Asia|Europe|North America,synthetic_ecommerce
Product_18,Electronics Product 18,Electronics,7.55,0.1628,98,13573,Asia|Europe|North America,synthetic_ecommerce
Product_180,Clothing Product 180,Clothing,0.66,0.1424,98,13041,Asia|Europe|North America,synthetic_ecommerce
Product_181,Toys Product 181,Toys,8.89,0.141,90,12067,Asia|Europe|North America,synthetic_ecommerce
Product_182,Clothing Product 182,Clothing,8.57,0.1538,81,9967,Asia|Europe|North America,synthetic_ecommerce
Product_183,Clothing Product 183,Clothing,5.74,0.1462,77,9576,Asia|Europe|North America,synthetic_ecommerce
Product_184,Clothing Product 184,Clothing,5.41,0.1461,99,12591,Asia|Europe|North America,synthetic_ecommerce
Product_185,Books Product 185,Books,5.98,0.152,109,13064,Asia|Europe|North America,synthetic_ecommerce
Product_186,Toys Product 186,Toys,0.75,0.1499,83,10979,Asia|Europe|North America,synthetic_ecommerce
Product_187,Clothing Product 187,Clothing,0.61,0.149,97,13209,Asia|Europe|North America,synthetic_ecommerce
Product_188,Books Product 188,Books,6.81,0.161,93,10970,Asia|Europe|North America,synthetic_ecommerce
Product_189,Books Product 189,Books,0.99,0.1577,82,10360,Asia|Europe|North America,synthetic_ecommerce
Product_19,Clothing Product 19,Clothing,1.24,0.1484,107,13101,Asia|Europe|North America,synthetic_ecommerce
Product_190,Books Product 190,Books,8.91,0.1596,115,13498,Asia|Europe|North America,synthetic_ecommerce
Product_191,Books Product 191,Books,5.48,0.1665,96,11075,Asia|Europe|North America,synthetic_ecommerce
Product_192,Toys Product 192,Toys,2.98,0.1531,108,13744,Asia|Europe|North America,synthetic_ecommerce
Product_193,Clothing Product 193,Clothing,8.22,0.1551,108,14679,Asia|Europe|North America,synthetic_ecommerce
Product_194,Home Appliances Product 194,Home Appliances,7.96,0.1411,105,13060,Asia|Europe|North America,synthetic_ecommerce
Product_195,Books Product 195,Books,1.52,0.1224,103,12059,Asia|Europe|North America,synthetic_ecommerce
Product_196,Books Product 196,Books,6.2,0.1431,101,11779,Asia|Europe|North America,synthetic_ecommerce
Product_197,Books Product 197,Books,3.07,0.1425,113,13032,Asia|Europe|North America,synthetic_ecommerce
Product_198,Books Product 198,Books,11.36,0.1547,109,12980,Asia|Europe|North America,synthetic_ecommerce
Product_199,Clothing Product 199,Clothing,7.05,0.1534,127,16520,Asia|Europe|North America,synthetic_ecommerce
Product_2,Books Product 2,Books,0.82,0.1606,105,12335,Asia|Europe|North America,synthetic_ecommerce
Product_20,Toys Product 20,Toys,9.33,0.1541,91,13315,Asia|Europe|North America,synthetic_ecommerce
Product_200,Books Product 200,Books,3.45,0.1416,97,10666,Asia|Europe|North America,synthetic_ecommerce
Product_201,Home Appliances Product 201,Home Appliances,2.36,0.1385,80,9771,Asia|Europe|North America,synthetic_ecommerce
Product_202,Toys Product 202,Toys,2.31,0.132,122,17101,Asia|Europe|North America,synthetic_ecommerce
Product_203,Clothing Product 203,Clothing,4.96,0.1591,107,13871,Asia|Europe|North America,synthetic_ecommerce
Product_204,Electronics Product 204,Electronics,3.03,0.1524,103,13648,Asia|Europe|North America,synthetic_ecommerce
Product_205,Books Product 205,Books,8.59,0.156,97,11670,Asia|Europe|North America,synthetic_ecommerce
Product_206,Toys Product 206,Toys,10.07,0.1465,103,13439,Asia|Europe|North America,synthetic_ecommerce
Product_207,Books Product 207,Books,1.2,0.1722,120,13627,Asia|Europe|North America,synthetic_ecommerce
Product_208,Electronics Product 208,Electronics,4.07,0.1579,101,13706,Asia|Europe|North America,synthetic_ecommerce
Product_209,Toys Product 209,Toys,1.08,0.1437,104,13489,Asia|Europe|North America,synthetic_ecommerce
Product_21,Books Product 21,Books,5.19,0.1518,104,11470,Asia|Europe|North America,synthetic_ecommerce
Product_210,Books Product 210,Books,0.6,0.1531,98,11219,Asia|Europe|North America,synthetic_ecommerce
Product_211,Electronics Product 211,Electronics,3.96,0.1494,108,16024,Asia|Europe|North America,synthetic_ecommerce
Product_212,Electronics Product 212,Electronics,0.49,0.1504,97,14239,Asia|Europe|North America,synthetic_ecommerce
Product_213,Home Appliances Product 213,Home Appliances,8.04,0.153,98,11901,Asia|Europe|North America,synthetic_ecommerce
Product_214,Books Product 214,Books,9.07,0.1502,115,13969,Asia|Europe|North America,synthetic_ecommerce
Product_215,Electronics Product 215,Electronics,0.73,0.1574,135,18788,Asia|Europe|North America,synthetic_ecommerce
Product_216,Books Product 216,Books,1.05,0.1483,113,13735,Asia|Europe|North America,synthetic_ecommerce
Product_217,Clothing Product 217,Clothing,8.48,0.1439,79,10300,Asia|Europe|North America,synthetic_ecommerce
Product_218,Books Product 218,Books,2.46,0.1568,100,12167,Asia|Europe|North America,synthetic_ecommerce
Product_219,Books Product 219,Books,8.67,0.1433,109,13080,Asia|Europe|North America,synthetic_ecommerce
Product_22,Toys Product 22,Toys,0.66,0.1522,111,14310,Asia|Europe|North America,synthetic_ecommerce
Product_220,Clothing Product 220,Clothing,6.66,0.1437,103,12366,Asia|Europe|North America,synthetic_ecommerce
Product_221,Books Product 221,Books,7.01,0.1602,106,12342,Asia|Europe|North America,synthetic_ecommerce
Product_222,Home Appliances Product 222,Home Appliances,2.07,0.1344,98,12812,Asia|Europe|North America,synthetic_ecommerce
Product_223,Toys Product 223,Toys,1.5,0.1529,106,14637,Asia|Europe|North America,synthetic_ecommerce
Product_224,Electronics Product 224,Electronics,2.68,0.1531,87,12112,Asia|Europe|North America,synthetic_ecommerce
Product_225,Books Product 225,Books,8.47,0.1474,100,11784,Asia|Europe|North America,synthetic_ecommerce
Product_226,Toys Product 226,Toys,2.63,0.1357,100,13701,Asia|Europe|North America,synthetic_ecommerce
Product_227,Home Appliances Product 227,Home Appliances,7.77,0.1571,95,11314,Asia|Europe|North America,synthetic_ecommerce
Product_228,Electronics Product 228,Electronics,2.38,0.1487,102,14047,Asia|Europe|North America,synthetic_ecommerce
Product_229,Electronics Product 229,Electronics,4.28,0.1448,102,14310,Asia|Europe|North America,synthetic_ecommerce
Product_23,Electronics Product 23,Electronics,0.39,0.1471,92,12925,Asia|Europe|North America,synthetic_ecommerce
Product_230,Books Product 230,Books,9.81,0.1443,103,11973,Asia|Europe|North America,synthetic_ecommerce
Product_231,Electronics Product 231,Electronics,2.81,0.1466,113,16228,Asia|Europe|North America,synthetic_ecommerce
Product_232,Books Product 232,Books,7.52,0.1635,117,13136,Asia|Europe|North America,synthetic_ecommerce
Product_233,Home Appliances Product 233,Home Appliances,9.12,0.1489,75,8471,Asia|Europe|North America,synthetic_ecommerce
Product_234,Toys Product 234,Toys,1.83,0.1397,93,12547,Asia|Europe|North America,synthetic_ecommerce
Product_235,Electronics Product 235,Electronics,5.71,0.1505,99,13926,Asia|Europe|North America,synthetic_ecommerce
Product_236,Home Appliances Product 236,Home Appliances,0.56,0.1464,109,12429,Asia|Europe|North America,synthetic_ecommerce
Product_237,Electronics Product 237,Electronics,7.91,0.1626,106,14689,Asia|Europe|North America,synthetic_ecommerce
Product_238,Toys Product 238,Toys,7.71,0.1535,93,12415,Asia|Europe|North America,synthetic_ecommerce
Product_239,Clothing Product 239,Clothing,6.68,0.1501,78,9755,Asia|Europe|North America,synthetic_ecommerce
Product_24,Clothing Product 24,Clothing,3.06,0.1502,109,13989,Asia|Europe|North America,synthetic_ecommerce
Product_240,Electronics Product 240,Electronics,0.97,0.1464,101,13991,Asia|Europe|North America,synthetic_ecommerce
Product_241,Toys Product 241,Toys,1.97,0.1504,103,13271,Asia|Europe|North America,synthetic_ecommerce
Product_242,Electronics Product 242,Electronics,7.4,0.1515,102,14297,Asia|Europe|North America,synthetic_ecommerce
Product_243,Home Appliances Product 243,Home Appliances,7.18,0.1465,115,13532,Asia|Europe|North America,synthetic_ecommerce
Product_244,Clothing Product 244,Clothing,4.02,0.1622,97,11681,Asia|Europe|North America,synthetic_ecommerce
Product_245,Electronics Product 245,Electronics,7.39,0.1439,69,9301,Asia|Europe|North America,synthetic_ecommerce
Product_246,Toys Product 246,Toys,6.07,0.1583,99,13524,Asia|Europe|North America,synthetic_ecommerce
Product_247,Home Appliances Product 247,Home Appliances,7.55,0.1534,92,10901,Asia|Europe|North America,synthetic_ecommerce
Product_248,Clothing Product 248,Clothing,8.94,0.1563,98,13061,Asia|Europe|North America,synthetic_ecommerce
Product_249,Clothing Product 249,Clothing,1.73,0.1557,88,10732,Asia|Europe|North America,synthetic_ecommerce
Product_25,Books Product 25,Books,1.13,0.1543,111,13712,Asia|Europe|North America,synthetic_ecommerce
Product_250,Electronics Product 250,Electronics,4.74,0.1507,90,13223,Asia|Europe|North America,synthetic_ecommerce
Product_251,Electronics Product 251,Electronics,3.93,0.1487,98,13517,Asia|Europe|North America,synthetic_ecommerce
Product_252,Clothing Product 252,Clothing,2.04,0.147,74,9228,Asia|Europe|North America,synthetic_ecommerce
Product_253,Books Product 253,Books,6.85,0.1496,124,15002,Asia|Europe|North America,synthetic_ecommerce
Product_254,Toys Product 254,Toys,5.36,0.1586,78,10130,Asia|Europe|North America,synthetic_ecommerce
Product_255,Home Appliances Product 255,Home Appliances,0.75,0.1443,99,12586,Asia|Europe|North America,synthetic_ecommerce
Product_256,Toys Product 256,Toys,5.98,0.1496,106,14932,Asia|Europe|North America,synthetic_ecommerce
Product_257,Home Appliances Product 257,Home Appliances,7.56,0.1577,97,11999,Asia|Europe|North America,synthetic_ecommerce
Product_258,Home Appliances Product 258,Home Appliances,9.61,0.1411,118,15216,Asia|Europe|North America,synthetic_ecommerce
Product_259,Books Product 259,Books,1.57,0.1638,102,11988,Asia|Europe|North America,synthetic_ecommerce
Product_26,Home Appliances Product 26,Home Appliances,3.77,0.1597,95,11651,Asia|Europe|North America,synthetic_ecommerce
Product_260,Books Product 260,Books,7.23,0.1515,93,10601,Asia|Europe|North America,synthetic_ecommerce
Product_261,Toys Product 261,Toys,1.85,0.1457,110,14108,Asia|Europe|North America,synthetic_ecommerce
Product_262,Electronics Product 262,Electronics,5.79,0.144,103,14724,Asia|Europe|North America,synthetic_ecommerce
Product_263,Electronics Product 263,Electronics,5.11,0.1527,115,16582,Asia|Europe|North America,synthetic_ecommerce
Product_264,Home Appliances Product 264,Home Appliances,1.76,0.14,91,10928,Asia|Europe|North America,synthetic_ecommerce
Product_265,Home Appliances Product 265,Home Appliances,7.86,0.1635,102,12486,Asia|Europe|North America,synthetic_ecommerce
Product_266,Clothing Product 266,Clothing,4.37,0.1578,87,12231,Asia|Europe|North America,synthetic_ecommerce
Product_267,Books Product 267,Books,4.68,0.1601,99,11485,Asia|Europe|North America,synthetic_ecommerce
Product_268,Home Appliances Product 268,Home Appliances,1.05,0.1482,104,12121,Asia|Europe|North America,synthetic_ecommerce
Product_269,Toys Product 269,Toys,6.27,0.1437,111,14885,Asia|Europe|North America,synthetic_ecommerce
Product_27,Electronics Product 27,Electronics,5.26,0.1535,113,15762,Asia|Europe|North America,synthetic_ecommerce
Product_270,Clothing Product 270,Clothing,3.77,0.1519,91,11177,Asia|Europe|North America,synthetic_ecommerce
Product_271,Home Appliances Product 271,Home Appliances,9.21,0.1351,115,13314,Asia|Europe|North America,synthetic_ecommerce
Product_272,Home Appliances Product 272,Home Appliances,3.45,0.1335,84,10285,Asia|Europe|North America,synthetic_ecommerce
Product_273,Toys Product 273,Toys,2.14,0.148,95,13064,Asia|Europe|North America,synthetic_ecommerce
Product_274,Toys Product 274,Toys,5.68,0.1484,86,11458,Asia|Europe|North America,synthetic_ecommerce
Product_275,Books Product 275,Books,3.55,0.1546,115,13732,Asia|Europe|North America,synthetic_ecommerce
Product_276,Toys Product 276,Toys,8.49,0.147,106,13248,Asia|Europe|North America,synthetic_ecommerce
Product_277,Home Appliances Product 277,Home Appliances,5.84,0.1539,100,12385,Asia|Europe|North America,synthetic_ecommerce
Product_278,Clothing Product 278,Clothing,4.17,0.1531,88,11455,Asia|Europe|North America,synthetic_ecommerce
Product_279,Home Appliances Product 279,Home Appliances,1.62,0.1435,100,12179,Asia|Europe|North America,synthetic_ecommerce
Product_28,Home Appliances Product 28,Home Appliances,1.3,0.1291,102,12270,Asia|Europe|North America,synthetic_ecommerce
Product_280,Electronics Product 280,Electronics,8.61,0.1554,99,13590,Asia|Europe|North America,synthetic_ecommerce
Product_281,Books Product 281,Books,6.16,0.1504,85,9512,Asia|Europe|North America,synthetic_ecommerce
Product_282,Toys Product 282,Toys,7.55,0.1497,78,10363,Asia|Europe|North America,synthetic_ecommerce
Product_283,Books Product 283,Books,4.38,0.1477,91,10188,Asia|Europe|North America,synthetic_ecommerce
Product_284,Home Appliances Product 284,Home Appliances,5.81,0.1359,88,10748,Asia|Europe|North America,synthetic_ecommerce
Product_285,Electronics Product 285,Electronics,5.53,0.1527,117,16569,Asia|Europe|North America,synthetic_ecommerce
Product_286,Toys Product 286,Toys,3.08,0.136,95,12907,Asia|Europe|North America,synthetic_ecommerce
Product_287,Toys Product 287,Toys,0.25,0.1469,101,13643,Asia|Europe|North America,synthetic_ecommerce
Product_288,Electronics Product 288,Electronics,1.74,0.1306,86,11353,Asia|Europe|North America,synthetic_ecommerce
Product_289,Toys Product 289,Toys,1.48,0.1575,102,13875,Asia|Europe|North America,synthetic_ecommerce
Product_29,Clothing Product 29,Clothing,8.42,0.144,100,12452,Asia|Europe|North America,synthetic_ecommerce
Product_290,Toys Product 290,Toys,1.74,0.1466,87,11148,Asia|Europe|North America,synthetic_ecommerce
Product_291,Toys Product 291,Toys,5.46,0.1565,102,13768,Asia|Europe|North America,synthetic_ecommerce
Product_292,Toys Product 292,Toys,6.06,0.17,83,10763,Asia|Europe|North America,synthetic_ecommerce
Product_293,Books Product 293,Books,3.41,0.1557,104,11716,Asia|Europe|North America,synthetic_ecommerce
Product_294,Books Product 294,Books,3.11,0.1564,104,11601,Asia|Europe|North America,synthetic_ecommerce
Product_295,Toys Product 295,Toys,2.21,0.1473,91,11452,Asia|Europe|North America,synthetic_ecommerce
Product_296,Books Product 296,Books,2.95,0.1418,104,12264,Asia|Europe|North America,synthetic_ecommerce
Product_297,Electronics Product 297,Electronics,5.64,0.1487,118,15961,Asia|Europe|North America,synthetic_ecommerce
Product_298,Electronics Product 298,Electronics,5.03,0.137,102,13637,Asia|Europe|North America,synthetic_ecommerce
Product_299,Books Product 299,Books,0.85,0.1331,87,9652,Asia|Europe|North America,synthetic_ecommerce
Product_3,Electronics Product 3,Electronics,0.61,0.1456,100,13880,Asia|Europe|North America,synthetic_ecommerce
Product_30,Electronics Product 30,Electronics,8.08,0.1488,104,14305,Asia|Europe|North America,synthetic_ecommerce
Product_300,Electronics Product 300,Electronics,4.41,0.1482,118,15896,Asia|Europe|North America,synthetic_ecommerce
Product_301,Toys Product 301,Toys,5.71,0.1528,115,15627,Asia|Europe|North America,synthetic_ecommerce
Product_302,Electronics Product 302,Electronics,8.23,0.1493,106,14316,Asia|Europe|North America,synthetic_ecommerce
Product_303,Clothing Product 303,Clothing,9.57,0.1444,102,13171,Asia|Europe|North America,synthetic_ecommerce
Product_304,Electronics Product 304,Electronics,3.15,0.1352,119,16004,Asia|Europe|North America,synthetic_ecommerce
Product_305,Home Appliances Product 305,Home Appliances,5.08,0.1551,98,12249,Asia|Europe|North America,synthetic_ecommerce
Product_306,Electronics Product 306,Electronics,7.11,0.1537,90,11600,Asia|Europe|North America,synthetic_ecommerce
Product_307,Electronics Product 307,Electronics,1.2,0.1486,125,16949,Asia|Europe|North America,synthetic_ecommerce
Product_308,Home Appliances Product 308,Home Appliances,9.47,0.149,91,12053,Asia|Europe|North America,synthetic_ecommerce
Product_309,Home Appliances Product 309,Home Appliances,5.4,0.1474,99,11701,Asia|Europe|North America,synthetic_ecommerce
Product_31,Toys Product 31,Toys,2.0,0.1507,104,14136,Asia|Europe|North America,synthetic_ecommerce
Product_310,Electronics Product 310,Electronics,3.69,0.136,97,13814,Asia|Europe|North America,synthetic_ecommerce
Product_311,Electronics Product 311,Electronics,6.16,0.1618,106,14370,Asia|Europe|North America,synthetic_ecommerce
Product_312,Electronics Product 312,Electronics,9.43,0.1651,93,13171,Asia|Europe|North America,synthetic_ecommerce
Product_313,Electronics Product 313,Electronics,2.0,0.1488,89,12388,Asia|Europe|North America,synthetic_ecommerce
Product_314,Clothing Product 314,Clothing,5.61,0.1506,108,13837,Asia|Europe|North America,synthetic_ecommerce
Product_315,Clothing Product 315,Clothing,3.73,0.1428,100,12681,Asia|Europe|North America,synthetic_ecommerce
Product_316,Electronics Product 316,Electronics,2.64,0.1361,96,13252,Asia|Europe|North America,synthetic_ecommerce
Product_317,Electronics Product 317,Electronics,4.1,0.1492,107,15607,Asia|Europe|North America,synthetic_ecommerce
Product_318,Books Product 318,Books,9.03,0.146,97,11486,Asia|Europe|North America,synthetic_ecommerce
Product_319,Clothing Product 319,Clothing,5.68,0.1548,89,11561,Asia|Europe|North America,synthetic_ecommerce
Product_32,Home Appliances Product 32,Home Appliances,0.66,0.1624,102,12711,Asia|Europe|North America,synthetic_ecommerce
Product_320,Books Product 320,Books,2.89,0.1398,92,10872,Asia|Europe|North America,synthetic_ecommerce
Product_321,Home Appliances Product 321,Home Appliances,7.3,0.1478,102,12488,Asia|Europe|North America,synthetic_ecommerce
Product_322,Toys Product 322,Toys,7.08,0.1437,90,12392,Asia|Europe|North America,synthetic_ecommerce
Product_323,Electronics Product 323,Electronics,7.48,0.1551,107,14537,Asia|Europe|North America,synthetic_ecommerce
Product_324,Clothing Product 324,Clothing,4.87,0.1576,94,12081,Asia|Europe|North America,synthetic_ecommerce
Product_325,Books Product 325,Books,8.53,0.1508,106,12034,Asia|Europe|North America,synthetic_ecommerce
Product_326,Home Appliances Product 326,Home Appliances,1.81,0.153,99,11977,Asia|Europe|North America,synthetic_ecommerce
Product_327,Clothing Product 327,Clothing,0.58,0.1651,105,14162,Asia|Europe|North America,synthetic_ecommerce
